rainfall_mm,soil_moisture,slope_angle,vegetation_density,distance_to_river_km,population_density,altitude_m,season,hour,day_night,previous_landslides,infrastructure_quality,landslide_type,fatality_level,rescue_response_level
258.8738071767893,0.2276357440905506,36.467930119855495,0.7756668478297479,0.6771683160907346,407.1929865211797,720.5353494897277,Summer,9,Day,Yes,Low,No Landslide,Low,Local
157.92051380621578,0.7974268532737614,51.122206282554245,0.2398851088981578,4.2364046953911165,212.0717217588012,906.8729797272766,Summer,16,Day,Yes,High,Rockfall,Moderate,Regional
280.0558414676537,0.2753711898864355,43.96839315865532,0.4930250924428309,0.100947081040979,334.859511986098,818.2187212511826,Monsoon,13,Day,Yes,Medium,Rockfall,Moderate,Regional
201.9489048064956,0.8806922046553051,32.314693520941674,0.5209019968920066,0.5255389105660968,287.4825571616836,629.6920040441362,Monsoon,21,Night,No,Low,Rockfall,Low,Local
226.66450001653783,0.3695166334168854,26.088077745847126,0.7075042534093832,4.553556299854095,384.68821038849137,801.2546312368837,Monsoon,3,Night,No,Low,No Landslide,Low,Local
201.86347102164825,0.2456943325509594,13.48184598670695,0.6020013025631477,0.5919433783320467,288.47757674478027,493.6929369512714,Winter,18,Day,Yes,Low,No Landslide,Low,Local
398.182254760715,0.7317588057139833,27.8084668075758,0.6670486360359267,0.4985927993408823,261.50571115899186,1030.0534791796592,Monsoon,1,Night,No,Low,Rockfall,Low,Local
248.9202220209653,0.6269662204007009,32.88869761172305,0.7439344999562292,0.2972907411076845,354.090851856099,758.9431961007498,Summer,6,Day,Yes,Low,Rockfall,Low,Local
165.38312568352796,0.4985565731625112,25.12820472848816,0.8035420815607321,3.9195766206165024,387.6169167191233,1023.7099888510652,Monsoon,8,Day,No,Medium,No Landslide,Low,Local
315.8035929682551,0.544290840750105,33.68743032907695,0.4197128477057293,1.3865274114618256,233.1654805153198,694.6936625807914,Summer,18,Day,No,Low,Rockfall,Low,Local
152.3325080023182,0.6753614226178111,35.768518829587684,0.5766158937547321,2.247203089288612,293.8924328647624,695.2848023186834,Summer,15,Day,No,Medium,Rockfall,Low,Local
266.7090876003804,0.2827637930650389,32.751440181919214,0.7880756549074399,0.5464183152254719,194.15593663583476,647.1626426724307,Winter,21,Night,No,Medium,No Landslide,Low,Local
93.22639008961796,0.8970671328453935,28.499974191765403,0.8926157916755395,2.837969191496624,50.19389825070607,975.2347863386152,Monsoon,15,Day,No,Low,Rockfall,Low,Local
143.74511608812554,0.8798345297174265,36.68654671966728,0.8226635177306341,2.8542789198315823,320.0459631413729,658.1137685343049,Winter,17,Day,Yes,Low,Rockfall,Low,Local
265.74889886952985,0.6202605490775495,39.41940649569409,0.4600270838370637,0.7496720825838913,360.8905356254632,928.9190864830352,Monsoon,22,Night,No,Low,Rockfall,Low,Local
309.07732639963285,0.2596339607433161,24.09600922557154,0.3366165620530553,1.057580834063354,326.2066809086725,723.5095204661419,Monsoon,20,Night,No,Low,No Landslide,Low,Local
263.7094624951976,0.6441825939450331,49.1093237974627,0.542574776184612,0.4706607129365834,105.0438282245633,404.80734002167605,Monsoon,20,Night,No,Medium,Rockfall,Low,Local
240.74813740894075,0.1577587271833407,34.014118677157384,0.7191490162852296,7.50670994469363,264.91505699235256,685.9371864427068,Monsoon,10,Day,No,Low,No Landslide,Low,Local
225.9117043528569,0.1245220017646448,35.188496229448475,0.5447983495273083,2.0746726637743262,78.16522399489187,564.1783571274303,Monsoon,6,Day,No,Medium,No Landslide,Low,Local
131.7182407706058,0.3061463108089709,42.08214423256557,0.5382266043195679,5.452750590870811,436.9701107654184,806.7805447364675,Summer,8,Day,No,Medium,No Landslide,Low,Local
192.4124633284233,0.4700983653914531,37.332161312635016,0.7867612947572604,0.7230463370161655,191.3945417881914,561.9184528651019,Summer,3,Night,Yes,Medium,Rockfall,Moderate,Regional
213.148898323217,0.7946180043267045,44.53136633913245,0.4529826453470304,3.0455198845081783,425.5403609459896,985.1950201429232,Monsoon,12,Day,No,Medium,Rockfall,Low,Local
334.5697780975132,0.6817352558130464,37.87124165201824,0.8018562723681519,2.903660520096544,394.58696436841456,781.7848279293945,Summer,3,Night,Yes,Medium,Rockfall,Low,Local
277.48946316547693,0.6941652169599848,28.87562625359562,0.4847633606662064,2.35307621419963,209.94096474639383,764.4808010482523,Winter,18,Day,Yes,Low,Rockfall,Moderate,Regional
108.95678757098128,0.4403946675584603,38.61503525206102,0.4297631739748375,6.7416647177531575,186.7215048732255,931.1784275575166,Winter,1,Night,No,Low,No Landslide,Low,Local
275.9267175515836,0.3767479940375703,23.562737926793385,0.5177929378397893,1.0002835863761428,335.0370216386338,992.7813868151724,Winter,8,Day,No,Medium,No Landslide,Low,Local
219.19341756669468,0.3968310103876822,36.085597057765234,0.7337128710724079,0.2801738346040231,215.5675962816929,795.9802496460696,Monsoon,11,Day,Yes,Low,Rockfall,Moderate,Regional
195.8462399755233,0.8901196509888463,34.66770009355539,0.288201419504796,2.227708880095066,310.2484642158208,645.7599400901419,Monsoon,1,Night,No,Medium,Rockfall,Low,Local
298.93410310726944,0.1320873531299859,32.918831427274604,0.3374934511104122,2.6135605744365056,251.71724091930813,445.2060767775741,Summer,5,Night,No,Medium,No Landslide,Low,Local
332.47996179967606,0.7936251968979589,33.71462488561069,0.8660113779641643,1.7116172920018629,121.88415855343666,662.790048592964,Summer,4,Night,Yes,Medium,Mudslide,Moderate,District
324.5024095292959,0.5629403268579147,16.18150954502361,0.3228441391669501,0.4634048815041002,76.95319808755409,676.5575506704076,Summer,4,Night,No,Medium,Rockfall,Moderate,Regional
182.8625981421889,0.4508923353516724,29.512750922590385,0.5974091225517382,1.404198024502916,322.6684248494597,821.4114905984593,Winter,19,Night,No,Medium,No Landslide,Low,Local
225.26300993190284,0.6802061283321092,35.928449011411146,0.6055201266633565,0.748484517960105,243.84422536693745,730.9706237723946,Winter,21,Night,No,Medium,Rockfall,Low,Local
276.5010745122852,0.4893351531397623,36.598563919974005,0.5427371234351713,1.1153681583568626,244.6910183085868,937.5865944102856,Winter,4,Night,No,Medium,Rockfall,Moderate,Regional
328.04361016978874,0.7987385904653285,24.72324859074042,0.651321674003773,2.072506771473119,369.5863839093785,677.4033457458621,Winter,3,Night,No,Medium,Rockfall,Low,Local
211.6660609723768,0.8205614912090068,47.65707840864701,0.3608787080583329,2.7346684336244267,417.3442276632445,788.5917666294116,Summer,8,Day,No,Medium,Mudslide,Moderate,District
235.14728186689464,0.4373767414987644,26.338251517854992,0.5868635874437238,0.5285163098362362,272.74552786381906,1036.797488639378,Monsoon,21,Night,No,High,No Landslide,Low,Local
161.49320207951774,0.3214622377880413,44.69457200526737,0.460521278672828,1.039481695232684,265.94012930901386,868.3650427909934,Monsoon,9,Day,No,Medium,No Landslide,Low,Local
154.30347007354635,0.5738802628746899,39.27194361871685,0.6631670817404323,0.6271257420216655,350.0143033113884,787.9924916622871,Winter,15,Day,Yes,Medium,Rockfall,Low,Local
315.00206579153587,0.8298906764933528,28.537726901561967,0.2988564803612046,0.4428690597020424,164.30644303004246,679.6111116129646,Monsoon,9,Day,No,Medium,Rockfall,Moderate,Regional
358.49920228566583,0.2685297512045332,52.75310892609512,0.5996141917876334,3.059287886733093,322.31530547476973,673.3537206570046,Monsoon,9,Day,No,Medium,Rockfall,Moderate,Regional
244.23919027357329,0.5983732668507863,23.0636316824352,0.3296892487683266,4.799352994087426,355.1885971822154,629.8773494096105,Monsoon,18,Day,Yes,Low,Rockfall,Low,Local
330.2826318313619,0.6052481760740165,44.191541736100014,0.3950501441805255,0.9248081524660026,368.0230208417629,691.7986268434202,Winter,9,Day,No,High,Rockfall,Low,Local
278.9308820038107,0.6864904179322248,45.005823180429786,0.3530968602265082,2.7828463771877283,106.32472974975352,951.1331677488628,Summer,5,Night,No,Low,Rockfall,Low,Local
198.39041963159005,0.2052541481018078,28.29379790923355,0.3279864459081719,4.545961114944356,223.86447301910596,755.6223457415463,Summer,16,Day,Yes,Medium,No Landslide,Low,Local
278.9116484406731,0.6726599717456708,48.92465300064329,0.7779976660924668,3.743219127798344,212.1736747176533,530.0453861237538,Monsoon,4,Night,No,Medium,Rockfall,Low,Local
373.0429253172776,0.8272260165325128,32.49953485401047,0.3999952973626232,0.4037755992063225,309.9886954409213,1153.6338586119566,Summer,5,Night,No,High,Mudslide,Severe,State
247.1339168712039,0.2437464870961936,37.88693629279857,0.8489866473051144,6.260442832817703,348.0744579767984,863.9930382290327,Summer,23,Night,No,Low,No Landslide,Low,Local
375.1714924651205,0.2900346599391021,37.60321838771221,0.8789485677416335,0.9453790755158132,449.6710407445981,518.6113198973661,Winter,14,Day,No,Medium,Rockfall,Low,Local
40.42039167282044,0.8771160752333117,33.65691258529452,0.599882328955968,0.8287311838440027,250.50345196319267,711.6302145518353,Winter,18,Day,No,Medium,Rockfall,Moderate,Regional
315.7522003500179,0.2447815621675918,43.10808273159782,0.3001007858660084,0.1289305458331732,250.24275016907865,822.1772765656835,Monsoon,17,Day,No,Low,Rockfall,Low,Local
256.9637654590537,0.7835080746956633,42.93488720552213,0.4621837703657069,1.3317398381273955,414.9672018878747,1140.9184186594755,Monsoon,3,Night,No,Low,Mudslide,Severe,State
226.0794119627306,0.4938222851584278,17.514680267618193,0.7584125843437497,0.2308522658620766,329.65769385303054,578.3775083482261,Monsoon,7,Day,Yes,Medium,No Landslide,Low,Local
257.3408621228402,0.2977848595225416,48.043402428781526,0.4571735100879493,0.5714741195715377,426.76515111879735,995.2081438711892,Winter,15,Day,No,Medium,Rockfall,Moderate,Regional
90.99448683192858,0.7965999210180091,18.375080119643258,0.2609120528119521,0.7623528276288257,328.8728003009836,1079.8972853944686,Summer,23,Night,Yes,Low,Rockfall,Low,Local
232.42624897299905,0.4562442040021324,45.32546204341657,0.5897494376497315,3.3091459260172864,184.28833812867293,674.269138985086,Winter,18,Day,No,Medium,Rockfall,Low,Local
278.5690057209397,0.5118538831437521,46.26705136827583,0.7915845960472243,4.166716811507174,166.68716452221935,744.4972762279533,Winter,19,Night,No,Medium,Rockfall,Low,Local
368.2315235793213,0.3873866955198125,24.09033569784802,0.7571484710004517,0.7204089521494758,144.84877509410708,592.7381505252459,Summer,2,Night,No,Medium,Rockfall,Low,Local
208.5383825381082,0.5743606811479419,30.89185712045415,0.3225861980912473,3.913713386326608,366.2051834758473,759.3077717839391,Summer,9,Day,No,High,Rockfall,Low,Local
185.32051176854495,0.2308190980680182,23.94295331514064,0.6709352300887267,3.8930538015922234,418.8596823087008,792.6820051314138,Monsoon,1,Night,Yes,Medium,No Landslide,Low,Local
209.85943651323709,0.4128652293214085,32.850789697112646,0.354352984404953,2.893371098639569,484.9362141386381,931.929999616474,Summer,3,Night,Yes,High,No Landslide,Low,Local
323.2321694161659,0.87552985786823,31.919657158142588,0.3527452741865206,0.3172767349377216,384.310533232324,1018.0366942040894,Summer,5,Night,Yes,High,Mudslide,Moderate,District
276.3000887727748,0.306506746160902,42.7966053226934,0.8118502413136295,2.3444499315906584,416.2838577534986,650.3807870756706,Summer,10,Day,No,Low,Rockfall,Moderate,Regional
207.6191836986369,0.6253893316330338,48.10308746119608,0.3747682669181611,5.801719454651589,241.99836673463156,406.5349871548011,Summer,13,Day,No,Low,Rockfall,Low,Local
291.06139464906846,0.3601520513797559,48.95683810789956,0.3842731425626078,2.294809921914464,184.3584183256143,795.7510441447516,Monsoon,15,Day,Yes,Medium,Rockfall,Moderate,Regional
257.7662039478432,0.7187785005492805,29.37831973421698,0.2004573735329097,0.8057873813985313,385.0079332417553,858.7075059937281,Monsoon,20,Night,No,Medium,Rockfall,Moderate,Regional
327.49159924263114,0.2046989285746798,32.90778126255472,0.8094683238878624,1.388612974315788,341.76807522394006,849.8835375370084,Summer,18,Day,No,Medium,No Landslide,Low,Local
193.8357524898118,0.8758568360628358,18.165618077790494,0.7548163692463943,2.075363907273512,310.74443743408926,734.6653504981912,Summer,1,Night,No,Medium,Rockfall,Moderate,Regional
223.78702827217853,0.4630316331069114,26.94129933503811,0.6391302545634745,1.4290293308268889,338.737148063299,824.9504199327869,Monsoon,16,Day,No,Medium,No Landslide,Low,Local
218.6313477494274,0.2888403706771711,44.64851633097457,0.7251860347571895,0.2555597952678439,332.3185482458206,1103.0889616704494,Monsoon,8,Day,No,Medium,No Landslide,Low,Local
132.9188041494305,0.1587973978640101,51.15582823548232,0.3064339971971442,0.748119067077543,428.38168598535617,876.3468337925019,Summer,16,Day,Yes,Low,No Landslide,Low,Local
273.6896221651661,0.2358063240700326,22.65651128120078,0.5208265162113028,3.242980811157606,429.4985584816956,725.3263149993832,Winter,14,Day,No,High,No Landslide,Low,Local
270.8844217743912,0.5158191588448141,29.075357408471056,0.4458535711441466,3.952586806825608,354.4220352340347,699.9604365808009,Monsoon,6,Day,No,Low,Rockfall,Low,Local
250.4090765313969,0.3696025411450291,34.73594243041073,0.2656435683799115,0.295376621643814,384.5802872562928,766.0295284644538,Monsoon,21,Night,No,High,Rockfall,Low,Local
231.23302932998823,0.7631066927060876,37.80161158819607,0.5402913396504468,6.089288491029816,351.4062552424776,1127.347992366128,Monsoon,22,Night,No,Low,Rockfall,Low,Local
136.77034063596687,0.4447100189294447,26.90396480078354,0.8445177552398448,0.79744364405191,253.8830267965381,763.3398580947605,Summer,18,Day,Yes,High,No Landslide,Low,Local
216.34837417877128,0.2989714180701039,39.24061044464089,0.2280413833354861,2.1712760713197885,375.656467491314,796.0411310958584,Summer,2,Night,No,Low,No Landslide,Low,Local
222.58283867785843,0.5937159892832241,30.26160652929084,0.4040226394456557,2.78724344925305,160.55049311407384,703.5372858127394,Monsoon,0,Night,No,Low,Rockfall,Low,Local
185.81781846227048,0.6654217735083566,34.855477291217206,0.3452786553439924,3.342054742139349,405.3891552295883,1019.7966714883928,Summer,3,Night,No,Low,Rockfall,Low,Local
237.09714306671927,0.2336335263207599,40.462842480037,0.3667026575659874,5.828293595307371,180.54770602339647,1191.967450948935,Summer,17,Day,No,Medium,No Landslide,Low,Local
282.3240685451631,0.2340953730306541,35.064222698109376,0.8359041863155627,0.7506077747980845,328.58032867947327,890.1226098862777,Monsoon,7,Day,No,High,No Landslide,Low,Local
400.8948720968424,0.1293371415468344,30.636141094734317,0.5276483379640031,3.911002356289164,215.48460415738413,816.5545807570852,Summer,18,Day,No,Medium,No Landslide,Low,Local
263.96622502654714,0.6891216120525124,33.90390196074169,0.5264095890578732,0.2824058380703328,355.33889830744266,807.356566634847,Winter,22,Night,No,High,Rockfall,Moderate,Regional
270.60403125782113,0.631043622097444,34.11637040794665,0.7324029497186977,2.4418371957253604,296.6074774072091,323.1386422428509,Summer,22,Night,No,Medium,Rockfall,Low,Local
244.04432673870664,0.4797047005998511,31.299889701178724,0.308144542803448,2.7094187561452374,140.52440418366675,949.0301728569634,Summer,5,Night,No,Medium,Rockfall,Low,Local
96.49830277607668,0.7753363591753577,32.41203937332897,0.5410857478700355,2.264689206442046,342.06996310184786,826.8332831991687,Monsoon,0,Night,Yes,High,Rockfall,Moderate,Regional
247.87888996406264,0.7445361223600425,50.986471705047165,0.5009896498847418,0.581546319580913,242.2079223167289,885.668410132145,Monsoon,7,Day,Yes,Low,Mudslide,Moderate,State
254.8184167952821,0.5682834915174018,40.60919447941239,0.6178374833826592,4.12781598105108,388.1146720813369,657.707561183259,Winter,0,Night,Yes,Low,Rockfall,Low,Local
447.0593689988229,0.7946170244106069,32.045196819708394,0.899690392275307,0.3699103555514436,300.13256887344073,723.1086242045817,Summer,18,Day,No,High,Mudslide,Severe,National
234.6111228175102,0.2646729680294146,41.96954404510736,0.7386142258574329,0.1102534579113824,339.5420985388038,717.7950126993654,Winter,10,Day,No,High,No Landslide,Low,Local
274.123787386689,0.1895356955181823,31.6618051024399,0.478505992112199,2.5279056180729667,204.24310449847883,1004.3245968146076,Winter,20,Night,No,High,No Landslide,Low,Local
247.2230584235805,0.3157996892135917,46.73124637586641,0.7792871365918328,1.2905271028441665,241.06677685726385,724.2480326793814,Monsoon,23,Night,No,High,Rockfall,Low,Local
156.50575699043742,0.1456694848714519,38.69642192198094,0.3194958543187361,3.78224958349641,254.13613638989156,1216.5320644219596,Summer,14,Day,Yes,Low,No Landslide,Low,Local
341.42582516120166,0.5249356224008256,33.92697855995771,0.2213245804162721,0.9670602538356748,385.6702480242556,886.1724838030075,Monsoon,22,Night,Yes,High,Rockfall,Low,Local
310.154642614942,0.8492845538359692,39.477169258102776,0.3431138607249911,0.3685154723787983,467.7377087805489,544.8634680008537,Winter,10,Day,Yes,Medium,Mudslide,Moderate,District
313.2825557634437,0.1314748325348077,19.291238479315005,0.4382880892799817,3.6211775765160783,219.4828248257124,774.2907413496087,Winter,18,Day,No,High,No Landslide,Low,Local
177.24900361642088,0.1976879312080214,23.73232531090195,0.557406530221692,1.5921751724957949,407.684814465768,669.6649755687168,Monsoon,20,Night,Yes,Medium,No Landslide,Low,Local
362.2235448748879,0.4617592226267483,23.060749936009444,0.6305903983788399,0.4194573499266711,83.0322582274298,361.1235060359952,Monsoon,9,Day,Yes,Medium,Rockfall,Moderate,Regional
137.85191497661754,0.8471000140223239,36.429430947637066,0.8374240020500952,2.5486760811956506,180.5810598907711,1119.8941880227578,Monsoon,23,Night,No,Medium,Rockfall,Low,Local
296.94856750402164,0.3529248839814004,52.32514999485092,0.5568978066853203,1.4312504121259626,204.1221543813225,940.6285084440008,Monsoon,11,Day,No,Low,Rockfall,Low,Local
425.2364500647983,0.505787846950714,57.31300146192632,0.5508929512380105,1.8542634788377568,164.74913105592776,906.6414635798624,Monsoon,0,Night,Yes,Low,Mudslide,Moderate,District
170.75709398954493,0.1332582872403137,41.38051101440757,0.2351701068760875,1.2357022279929832,141.641161021242,833.0807320599408,Winter,23,Night,No,High,No Landslide,Low,Local
204.69618163177824,0.2186745607696711,40.00844474944457,0.2244380868593566,3.528782639932176,341.29989121377974,523.5964862615125,Monsoon,6,Day,No,High,No Landslide,Low,Local
257.9721092070113,0.8893040983670776,16.98942265847261,0.5858119733414604,3.538775767688473,278.59323022721384,703.2765720889126,Summer,16,Day,No,Low,Rockfall,Low,Local
209.72194767070405,0.8720949571488364,29.57326200265978,0.5067250292738412,2.47153812547422,337.940539760511,968.3561549568026,Winter,9,Day,No,Medium,Rockfall,Low,Local
125.9469255147094,0.1039519847475277,27.12216248091761,0.787426276486209,0.2227602553263195,369.0472686121513,589.7559940434994,Winter,5,Night,Yes,Medium,No Landslide,Low,Local
255.48503798448215,0.8614494283385912,28.79152401748884,0.3124757092982916,3.650887271324647,326.56169931725333,293.64613674983724,Summer,16,Day,No,Medium,Rockfall,Low,Local
165.0157029019116,0.6112959502524002,33.318561814152105,0.2174801634819347,2.223473967004878,365.7763176150374,754.5787984438148,Summer,17,Day,No,Low,Rockfall,Low,Local
287.8873944508145,0.7943346356160177,30.27909422302873,0.514327137551088,2.3882044648863947,293.04677137577306,771.6484891944923,Winter,4,Night,Yes,High,Rockfall,Low,Local
176.44606126129577,0.4637918845070873,15.207001896242122,0.3662349897265802,0.9019173712626204,181.30066116942555,827.1126832829418,Monsoon,17,Day,No,Medium,No Landslide,Low,Local
373.9947524014032,0.5124768228634002,42.47910256117534,0.2347300613371862,4.228555575794965,405.7814180820796,945.7037287029073,Winter,16,Day,No,Medium,Rockfall,Low,Local
187.33973661310105,0.4910772642055362,24.27256974260193,0.7072188007933402,2.5846727373805884,241.0887867218873,927.5211624462418,Winter,21,Night,No,Medium,No Landslide,Low,Local
224.23507870354595,0.6334914060368835,37.39246864111149,0.2781150999700732,0.2388973938912072,206.44037012375745,851.7539610487843,Summer,15,Day,Yes,Low,Rockfall,Low,Local
315.0813773895736,0.2117210038050503,55.740826697499735,0.6258236500054402,1.0477475449795832,282.2082124195602,1039.106277617342,Winter,7,Day,No,Medium,Rockfall,Low,Local
151.5308546852836,0.1239788718981423,25.80615408413577,0.3967348251168224,4.349797835132439,208.7189080703487,496.20604383733706,Monsoon,23,Night,Yes,Low,No Landslide,Low,Local
268.19679476833034,0.3463439532729527,9.697124772536704,0.3214472352485154,0.0966935985048638,258.2569618010568,900.916362895478,Summer,12,Day,No,Low,No Landslide,Low,Local
354.57142034259425,0.6637446101893174,32.139957781198895,0.4658260660435222,6.509867311808143,334.40539215634664,925.3076726673884,Winter,23,Night,Yes,Medium,Rockfall,Low,Local
121.4013412351018,0.2614827616983587,46.00959634998571,0.7610120433560674,2.273641455002,334.8341739246127,552.0875427839521,Winter,15,Day,Yes,High,No Landslide,Low,Local
264.7707086825843,0.6387459466599339,54.583474542205934,0.4744655038332008,1.9959561279710365,210.21699335743705,499.4258782635221,Monsoon,10,Day,No,Medium,Rockfall,Low,Local
270.7906235398739,0.8759296368858164,22.70450405547583,0.725538754447739,0.6309542864520044,251.22946270512557,650.8115747048797,Winter,5,Night,No,Low,Rockfall,Moderate,Regional
312.5458297421848,0.1751205726315347,39.966992232365214,0.2878404077594055,0.5721448405788696,407.4333004770244,667.6917114969416,Winter,2,Night,No,Medium,No Landslide,Low,Local
151.04394312975344,0.638081694580101,30.346895432199467,0.7409399937655554,5.696633113701358,349.6400117733941,950.683892700486,Winter,0,Night,No,High,Rockfall,Moderate,Regional
144.3634709532579,0.4550001754436569,33.94051645695864,0.365853327434654,0.7084201234713695,507.5065039348542,677.092243261781,Winter,17,Day,Yes,Medium,No Landslide,Low,Local
291.7553252493518,0.7945138035020043,61.44343347017035,0.6741751909222109,2.987806330962544,418.0128173741528,628.7302963437592,Monsoon,4,Night,No,High,Mudslide,Moderate,State
273.7587738586549,0.2417198315579087,19.970296716048463,0.5960470883886975,0.9988543281631888,414.4293068559939,677.6732526610882,Winter,12,Day,No,Medium,No Landslide,Low,Local
270.0394280276701,0.6541007617809316,37.537396614945735,0.8504013020481811,0.299911812241687,161.21314495441982,1023.7264668308424,Winter,9,Day,Yes,Medium,Rockfall,Low,Local
277.715856759758,0.7704922317184882,39.676931717654334,0.4711257625827198,0.0215462398471827,376.3860351633423,802.6086748753904,Winter,4,Night,No,Low,Rockfall,Low,Local
195.59802227372077,0.8556913755792186,45.85786324939348,0.2463156321841083,1.5716539286495157,294.68931983030893,764.1497949286177,Summer,13,Day,Yes,Low,Mudslide,Moderate,District
268.5802957728803,0.6465984226317166,35.97983153470896,0.213408839885877,7.441055524137776,244.90181964617503,777.9989002597897,Monsoon,16,Day,No,Low,Rockfall,Low,Local
273.4457978638945,0.4977398112067418,38.08050539504102,0.7788009926809272,0.9213305555735208,316.80153405325285,1058.4120668653045,Summer,0,Night,No,Medium,Rockfall,Low,Local
192.85188655789057,0.5942777921609711,31.08351432578209,0.5673149463630025,0.8838194384601997,394.52115346114834,650.1656546793516,Summer,1,Night,No,High,Rockfall,Moderate,Regional
399.2619608915805,0.7951239875829746,37.69126941245107,0.7426708362844645,0.8434683222949203,350.08315910042114,1063.1016581880208,Monsoon,6,Day,No,High,Mudslide,Moderate,State
287.90663367294303,0.5564877973110638,31.568077245025897,0.3640979200080603,1.4702056235773444,212.152619865794,842.0992597843008,Summer,9,Day,No,Low,Rockfall,Low,Local
154.6957202237881,0.1243096477574695,41.21571889856051,0.4415586218592636,1.162012984942744,374.245891359262,767.9161236049305,Summer,19,Night,Yes,Low,No Landslide,Low,Local
